0.91 ,2.12 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 
0.85 ,2.09 ,0.16 ,0.00 ,1.00 ,0.00 ,0.00 
0.79 ,2.06 ,0.14 ,0.00 ,0.00 ,0.00 ,0.00 
0.75 ,2.03 ,0.12 ,0.00 ,0.00 ,0.00 ,0.00 
0.72 ,2.02 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 
0.69 ,2.00 ,0.10 ,0.00 ,0.00 ,0.00 ,0.00 
0.67 ,1.99 ,0.09 ,1.00 ,0.00 ,0.00 ,0.00 
0.65 ,1.98 ,0.08 ,1.00 ,0.00 ,0.00 ,0.00 
0.63 ,1.97 ,0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.62 ,1.97 ,0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.60 ,1.96 ,0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.59 ,1.96 ,0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.58 ,1.95 ,0.06 ,0.00 ,0.00 ,0.00 ,6.00 
0.57 ,1.95 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 
0.56 ,1.94 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 
0.55 ,1.93 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 
0.53 ,1.92 ,0.07 ,0.00 ,5.00 ,0.00 ,0.00 
0.51 ,1.96 ,0.18 ,0.00 ,1.00 ,0.00 ,0.00 
0.55 ,2.04 ,0.18 ,0.00 ,1.00 ,0.00 ,0.00 
0.72 ,2.07 ,0.16 ,1.00 ,2.00 ,2.00 ,0.00 
0.77 ,2.08 ,0.42 ,0.00 ,2.00 ,0.00 ,2.00 
0.75 ,2.22 ,0.35 ,0.00 ,0.00 ,0.00 ,0.00 
0.83 ,2.17 ,0.23 ,0.00 ,1.00 ,1.00 ,1.00 
0.85 ,2.09 ,0.16 ,1.00 ,2.00 ,0.00 ,0.00 
0.78 ,2.03 ,0.16 ,1.00 ,2.00 ,0.00 ,1.00 
0.71 ,2.03 ,0.17 ,2.00 ,1.00 ,0.00 ,0.00 
0.68 ,2.03 ,0.17 ,0.00 ,0.00 ,1.00 ,0.00 
0.67 ,2.03 ,0.15 ,0.00 ,0.00 ,0.00 ,0.00 
0.66 ,2.02 ,0.15 ,0.00 ,0.00 ,0.00 ,0.00 
0.65 ,2.01 ,0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.64 ,2.00 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 
0.63 ,1.98 ,0.10 ,0.00 ,0.00 ,0.00 ,0.00 
0.61 ,1.96 ,0.07 ,0.00 ,1.00 ,0.00 ,0.00 
0.58 ,1.95 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 
0.54 ,1.93 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 
0.52 ,1.90 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 
0.49 ,1.90 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 
0.47 ,1.89 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 
0.46 ,1.90 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 
0.46 ,1.89 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 
0.46 ,1.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.45 ,1.88 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 
0.44 ,1.89 ,0.04 ,1.00 ,0.00 ,0.00 ,0.00 
0.44 ,1.90 ,0.07 ,4.00 ,0.00 ,0.00 ,0.00 
0.46 ,1.92 ,0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.47 ,1.93 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 
0.48 ,1.91 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 
0.47 ,1.90 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 
0.46 ,1.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.45 ,1.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.44 ,1.88 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 
0.42 ,1.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.43 ,1.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.43 ,1.88 ,-0.01 ,0.00 ,0.00 ,0.00 ,0.00 
0.43 ,1.87 ,-0.02 ,0.00 ,0.00 ,0.00 ,0.00 
0.42 ,1.87 ,-0.02 ,0.00 ,0.00 ,0.00 ,1.00 
0.41 ,1.86 ,-0.02 ,0.00 ,0.00 ,0.00 ,2.00 
0.40 ,1.86 ,-0.03 ,0.00 ,0.00 ,0.00 ,0.00 
0.40 ,1.86 ,-0.04 ,0.00 ,0.00 ,2.00 ,11.00 
0.39 ,1.85 ,-0.03 ,1.00 ,0.00 ,1.00 ,2.00 
0.39 ,1.85 ,-0.03 ,0.00 ,0.00 ,0.00 ,0.00 
0.38 ,1.85 ,-0.04 ,0.00 ,0.00 ,0.00 ,0.00 
0.38 ,1.85 ,-0.05 ,0.00 ,0.00 ,0.00 ,0.00 
0.37 ,1.84 ,-0.06 ,0.00 ,0.00 ,0.00 ,0.00 
0.37 ,1.83 ,-0.06 ,0.00 ,0.00 ,0.00 ,0.00 
0.36 ,1.83 ,-0.06 ,2.00 ,0.00 ,0.00 ,0.00 
0.34 ,1.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.34 ,1.86 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 
0.36 ,1.90 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 
0.40 ,1.90 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 
0.43 ,1.88 ,-0.01 ,0.00 ,0.00 ,0.00 ,0.00 
0.41 ,1.87 ,-0.03 ,0.00 ,0.00 ,0.00 ,0.00 
0.39 ,1.85 ,-0.04 ,0.00 ,0.00 ,0.00 ,0.00 
0.37 ,1.85 ,-0.05 ,0.00 ,0.00 ,0.00 ,0.00 
0.37 ,1.84 ,-0.06 ,0.00 ,0.00 ,0.00 ,0.00 
0.35 ,1.84 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.34 ,1.83 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.34 ,1.83 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.33 ,1.83 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.33 ,1.82 ,-0.08 ,0.00 ,0.00 ,0.00 ,1.00 
0.33 ,1.82 ,-0.09 ,0.00 ,0.00 ,0.00 ,0.00 
0.32 ,1.82 ,-0.08 ,0.00 ,0.00 ,0.00 ,0.00 
0.32 ,1.81 ,-0.08 ,0.00 ,0.00 ,0.00 ,0.00 
0.31 ,1.81 ,-0.08 ,0.00 ,0.00 ,0.00 ,0.00 
0.31 ,1.80 ,-0.08 ,0.00 ,0.00 ,0.00 ,0.00 
0.30 ,1.81 ,-0.09 ,0.00 ,0.00 ,0.00 ,0.00 
0.30 ,1.81 ,-0.10 ,1.00 ,1.00 ,0.00 ,2.00 
0.30 ,1.85 ,-0.08 ,2.00 ,2.00 ,4.00 ,3.00 
0.31 ,1.88 ,-0.03 ,2.00 ,2.00 ,1.00 ,1.00 
0.35 ,1.97 ,0.01 ,8.00 ,3.00 ,4.00 ,14.00 
0.47 ,2.06 ,0.12 ,9.00 ,8.00 ,21.00 ,5.00 
0.68 ,2.11 ,0.32 ,8.00 ,7.00 ,7.00 ,3.00 
0.83 ,2.23 ,0.45 ,3.00 ,2.00 ,2.00 ,2.00 
0.94 ,2.30 ,0.48 ,3.00 ,3.00 ,3.00 ,2.00 
1.02 ,2.32 ,0.47 ,6.00 ,4.00 ,2.00 ,1.00 
1.06 ,2.31 ,0.42 ,4.00 ,2.00 ,2.00 ,1.00 
1.05 ,2.27 ,0.36 ,1.00 ,0.00 ,1.00 ,1.00 
1.00 ,2.21 ,0.29 ,0.00 ,1.00 ,0.00 ,1.00 
0.94 ,2.16 ,0.23 ,1.00 ,0.00 ,1.00 ,0.00 
0.87 ,2.11 ,0.18 ,0.00 ,1.00 ,1.00 ,2.00 
0.80 ,2.08 ,0.16 ,0.00 ,0.00 ,1.00 ,1.00 
0.75 ,2.06 ,0.15 ,1.00 ,0.00 ,0.00 ,1.00 
0.71 ,2.05 ,0.13 ,2.00 ,1.00 ,0.00 ,0.00 
0.68 ,2.03 ,0.10 ,1.00 ,0.00 ,0.00 ,1.00 
0.65 ,2.00 ,0.06 ,3.00 ,0.00 ,1.00 ,2.00 
0.61 ,1.98 ,0.05 ,2.00 ,0.00 ,0.00 ,0.00 
0.58 ,1.96 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 
0.55 ,1.95 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 
0.52 ,1.93 ,0.01 ,0.00 ,0.00 ,0.00 ,1.00 
0.49 ,1.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.47 ,1.92 ,-0.01 ,1.00 ,0.00 ,0.00 ,1.00 
0.46 ,1.91 ,-0.01 ,0.00 ,0.00 ,0.00 ,0.00 
0.43 ,1.91 ,-0.02 ,0.00 ,0.00 ,0.00 ,0.00 
0.42 ,1.90 ,-0.03 ,0.00 ,0.00 ,0.00 ,0.00 
0.41 ,1.89 ,-0.04 ,0.00 ,0.00 ,0.00 ,0.00 
0.41 ,1.88 ,-0.05 ,1.00 ,0.00 ,0.00 ,0.00 
0.39 ,1.88 ,-0.05 ,0.00 ,0.00 ,0.00 ,0.00 
0.38 ,1.88 ,-0.05 ,0.00 ,0.00 ,0.00 ,0.00 
0.37 ,1.87 ,-0.06 ,1.00 ,0.00 ,0.00 ,1.00 
0.37 ,1.87 ,-0.06 ,1.00 ,0.00 ,0.00 ,0.00 
0.36 ,1.87 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.36 ,1.87 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.36 ,1.87 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.36 ,1.87 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.35 ,1.86 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.35 ,1.86 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.35 ,1.86 ,-0.08 ,0.00 ,0.00 ,0.00 ,0.00 
0.35 ,1.86 ,-0.08 ,0.00 ,0.00 ,0.00 ,0.00 
0.35 ,1.86 ,-0.08 ,0.00 ,0.00 ,0.00 ,0.00 
0.35 ,1.85 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.35 ,1.86 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.34 ,1.86 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.33 ,1.85 ,-0.07 ,0.00 ,0.00 ,0.00 ,0.00 
0.32 ,1.85 ,-0.08 ,0.00 ,0.00 ,0.00 ,0.00 
0.31 ,1.84 ,-0.09 ,0.00 ,0.00 ,0.00 ,0.00 
0.30 ,1.84 ,-0.10 ,0.00 ,0.00 ,0.00 ,0.00 
0.29 ,1.84 ,-0.10 ,0.00 ,0.00 ,0.00 ,0.00 
0.30 ,1.84 ,-0.11 ,0.00 ,0.00 ,0.00 ,0.00 
0.28 ,1.83 ,-0.11 ,0.00 ,0.00 ,0.00 ,0.00 
0.28 ,1.83 ,-0.12 ,0.00 ,0.00 ,0.00 ,0.00 
0.27 ,1.82 ,-0.12 ,0.00 ,0.00 ,0.00 ,0.00 
0.26 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.26 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.25 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.25 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.25 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.25 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.25 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.25 ,1.82 ,-0.14 ,0.00 ,0.00 ,0.00 ,0.00 
0.24 ,1.82 ,-0.14 ,0.00 ,0.00 ,0.00 ,0.00 
0.25 ,1.82 ,-0.14 ,0.00 ,0.00 ,0.00 ,0.00 
0.24 ,1.82 ,-0.14 ,0.00 ,0.00 ,0.00 ,0.00 
0.25 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.24 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.25 ,1.82 ,-0.12 ,0.00 ,0.00 ,0.00 ,0.00 
0.24 ,1.82 ,-0.12 ,0.00 ,0.00 ,0.00 ,0.00 
0.24 ,1.82 ,-0.12 ,0.00 ,0.00 ,0.00 ,0.00 
0.24 ,1.82 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.24 ,1.81 ,-0.13 ,0.00 ,0.00 ,0.00 ,0.00 
0.24 ,1.81 ,-0.14 ,0.00 ,0.00 ,0.00 ,0.00 
0.23 ,1.81 ,-0.14 ,0.00 ,0.00 ,0.00 ,0.00 
0.23 ,1.80 ,-0.15 ,0.00 ,0.00 ,0.00 ,0.00 
0.22 ,1.80 ,-0.15 ,0.00 ,0.00 ,0.00 ,0.00 
0.21 ,1.80 ,-0.16 ,0.00 ,0.00 ,0.00 ,0.00 
0.20 ,1.79 ,-0.16 ,0.00 ,0.00 ,0.00 ,0.00 
0.20 ,1.79 ,-0.16 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.20 ,1.79 ,-0.16 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.16 ,0.00 ,0.00 ,0.00 ,0.00 
0.20 ,1.79 ,-0.15 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.15 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.79 ,-0.16 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.78 ,-0.16 ,0.00 ,0.00 ,0.00 ,0.00 
0.19 ,1.78 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.18 ,1.78 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.18 ,1.75 ,-0.17 ,0.00 ,0.00 ,0.00 ,0.00 
0.17 ,1.76 ,-0.19 ,0.00 ,0.00 ,0.00 ,0.00 
0.17 ,1.76 ,-0.19 ,0.00 ,0.00 ,0.00 ,0.00 
0.17 ,1.76 ,-0.19 ,0.00 ,0.00 ,0.00 ,0.00 
0.16 ,1.76 ,-0.19 ,0.00 ,0.00 ,0.00 ,0.00 
0.16 ,1.76 ,-0.19 ,0.00 ,0.00 ,0.00 ,0.00 
0.15 ,1.76 ,-0.19 ,0.00 ,0.00 ,0.00 ,0.00 
